uniprotkb_id,uniprotkbac_id,organism,tpsprotein_names,tpsgene_names,geneprimary_identifier,genesecondary_identifier,emblgenbankddbjcds_id,synonym,organism_id,ec_number,uniparc,keywords,crossreference_interpro,geneontology_molecularfunction,taxonomiclineage_id,TPS CLASSIFICATION
A0A1D6K6U5,CPPS2_MAIZE,Zea mays (Maize),"Ent-copalyl diphosphate synthase 2, chloroplastic (Ent-CPP synthase 2) (Ent-CPS 2) (EC 5.5.1.13) (Protein ANTHER EAR 2) (ZmAN2)",CPPS2 AN2 ZEAMMB73_Zm00001d029648,"Zm00001d029648_P001, ",PAC:40205150 ,,"ZEAMMB73_Zm00001d029648, CPPS2ZEAMMB73_Zm1d29648, CPPS2CPPS2, AN2",4577,5.5.1.13,UPI0004DEBA8F ,Chloroplast;Isomerase;Magnesium;Metal-binding;Plant defense;Plastid;Reference proteome;Transit peptide,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,ent-copalyl diphosphate synthase activity [GO:0009905]; isomerase activity [GO:0016853]; magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,DITERPENE SYNTHASE
I1RL12,DPFGK_GIBZE,Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum),S-adenosyl-L-methionine-dependent methyltransferase dpfgK (EC 2.1.1.-) (Diterpenoid pyrone biosynthesis cluster protein K),dpfgK FG04589 FGRAMPH1_01T15649,,,,"FG04589 FGRAMPH1_01T15649, dpfgK",229533,2.1.1.-,UPI00021F1C4D ,Methyltransferase;Reference proteome;S-adenosyl-L-methionine;Transferase,IPR007213;IPR029063;IPR016874;,methyltransferase activity [GO:0008168],229533,DITERPENE SYNTHASE
P9WEY0,DPFGB_GIBZE,Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum),Terpene cyclase dpfgB (EC 4.2.3.-) (Diterpenoid pyrone biosynthesis cluster protein B),dpfgB FG04594 FGRAMPH1_01T15659,,,,"FG04594 FGRAMPH1_01T15659, dpfgB",229533,4.2.3.-,UPI0004459BA9 ,Lyase;Membrane;Reference proteome;Transmembrane;Transmembrane helix,IPR039020;,lyase activity [GO:0016829],229533,DITERPENE SYNTHASE
A0A098D1J7,CLM2_GIBZE,Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum),Cytochrome P450 monooxygenase CLM2 (EC 1.-.-.-) (Culmorin biosynthesis protein 2),CLM2 FGRAMPH1_01T00053,,,,"FGRAMPH1_01T00053, CLM2",229533,1.-.-.-,UPI0005210570 ,Glycoprotein;Heme;Iron;Membrane;Metal-binding;Monooxygenase;Oxidoreductase;Reference proteome;Transmembrane;Transmembrane helix;Virulence,IPR001128;IPR017972;IPR002401;IPR036396;,"heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]",229533,
I1RL14,DPFGD_GIBZE,Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum),"Geranylgeranyl pyrophosphate synthase dpfgD (GGPP synthase) (GGPPSase) (EC 2.5.1.-) ((2E,6E)-farnesyl diphosphate synthase) (Dimethylallyltranstransferase) (EC 2.5.1.1) (Diterpenoid pyrone biosynthesis cluster protein D) (Farnesyl diphosphate synthase) (Farnesyltranstransferase) (EC 2.5.1.29) (Geranylgeranyl diphosphate synthase) (Geranyltranstransferase) (EC 2.5.1.10)",dpfgD FG04591 FGRAMPH1_01T15653,,,,"FG04591 FGRAMPH1_01T15653, dpfgD",229533,2.5.1.-; 2.5.1.1; 2.5.1.29; 2.5.1.10,UPI000023E725 ,Magnesium;Metal-binding;Reference proteome;Transferase,IPR008949;IPR000092;IPR033749;,dimethylallyltranstransferase activity [GO:0004161]; farnesyltranstransferase activity [GO:0004311]; geranyltranstransferase activity [GO:0004337]; metal ion binding [GO:0046872],229533,DITERPENE SYNTHASE
I1RL16,DPFGC_GIBZE,Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum),Polyprenyl transferase dpfgC (EC 2.5.1.-) (Diterpenoid pyrone biosynthesis cluster protein C),dpfgC FG04593 FGRAMPH1_01T15657,,,,"FG04593 FGRAMPH1_01T15657, dpfgC",229533,2.5.1.-,UPI000023E1AC ,Glycoprotein;Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix,IPR039653;IPR000537;IPR030470;,"transferase activity, transferring alkyl or aryl (other than methyl) groups [GO:0016765]",229533,PRENYL TRANSFERASE
C7E5V8,FARS_ZEAMH,Zea mays subsp. huehuetenangensis (San Antonio Huista teosinte),(E)-beta-farnesene synthase (EC 4.2.3.47) (Terpene synthase 10),,,,,,112001,4.2.3.47,UPI0001B014DE ,Cytoplasm;Lyase;Magnesium;Manganese;Metal-binding;Plant defense,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],112001,SESQUITERPENE SYNTHASE
A0A1D6HSP4,C92C5_MAIZE,Zea mays (Maize),Dimethylnonatriene synthase (EC 1.14.14.59) (Cytochrome P-450 19) (Cytochrome P450 92C5) (Trimethyltridecatetraene synthase) (EC 1.14.14.58),CYP92C5 ZEAMMB73_Zm00001d018839,,,,"ZEAMMB73_Zm00001d018839, CYP92C5",4577,1.14.14.59; 1.14.14.58,UPI000222183E ,Heme;Iron;Membrane;Metal-binding;Monooxygenase;Oxidoreductase;Plant defense;Reference proteome;Transmembrane;Transmembrane helix,IPR001128;IPR017972;IPR002401;IPR036396;,"4,8,12-trimethyltrideca-1,3,7,11-tetraene synthase activity [GO:0097007]; DMNT synthase activity [GO:0102171]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; terpene synthase activity [GO:0010333]",4577,
I1RL18,DPFGI_GIBZE,Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum),O-methyltransferase dpfgI (EC 2.1.1.-) (Diterpenoid pyrone biosynthesis cluster protein I),dpfgI FG04596 FGRAMPH1_01T15663,,,,"FG04596 FGRAMPH1_01T15663, dpfgI",229533,2.1.1.-,UPI000023D15F ,Methyltransferase;Reference proteome;S-adenosyl-L-methionine;Transferase,IPR016461;IPR001077;IPR029063;IPR036388;IPR036390;,O-methyltransferase activity [GO:0008171],229533,DITERPENE SYNTHASE
B4FVP3,C71Z8_MAIZE,Zea mays (Maize),Zealexin A1 synthase (EC 1.14.14.160) (Cytochrome P450 71Z18),CYP71Z18 ZEAMMB73_Zm00001d014134,,,,"ZEAMMB73_Zm00001d014134, CYP71Z18",4577,1.14.14.160,UPI00017B7CE6 ,Heme;Iron;Membrane;Metal-binding;Monooxygenase;Oxidoreductase;Plant defense;Reference proteome;Transmembrane;Transmembrane helix,IPR001128;IPR017972;IPR002401;IPR036396;,"heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; terpene synthase activity [GO:0010333]",4577,
A0A1D6GQ67,C71Z6_MAIZE,Zea mays (Maize),Dolabradiene monooxygenase (EC 1.14.14.159) (Cytochrome P450 71Z16) (ZmCYP71Z16),CYP71Z16 ZEAMMB73_Zm00001d014136,,,,"ZEAMMB73_Zm00001d014136, CYP71Z16",4577,1.14.14.159,UPI0002213819 ,Heme;Iron;Membrane;Metal-binding;Monooxygenase;Oxidoreductase;Plant defense;Reference proteome;Transmembrane;Transmembrane helix,IPR001128;IPR017972;IPR002401;IPR036396;,"heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; terpene synthase activity [GO:0010333]",4577,
I1RL11,DPFGA_GIBZE,Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum),Non-reducing polyketide synthase dpfgA (EC 2.3.1.-) (Diterpenoid pyrone biosynthesis cluster protein A),dpfgA FG04588 FGRAMPH1_01T15647,,,,"FG04588 FGRAMPH1_01T15647, dpfgA",229533,2.3.1.-,UPI000023CB87 ,Methyltransferase;Multifunctional enzyme;Phosphopantetheine;Phosphoprotein;Reference proteome;Transferase,IPR001227;IPR036736;IPR014043;IPR016035;IPR041068;IPR018201;IPR014031;IPR014030;IPR016036;IPR013217;IPR020841;IPR020807;IPR042104;IPR009081;IPR029063;IPR032088;IPR016039;,3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; methyltransferase activity [GO:0008168],229533,DITERPENE SYNTHASE
I1RL13,DPFGJ_GIBZE,Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum),Cytochrome P450 monooxygenase dpfgJ (EC 1.-.-.-) (Diterpenoid pyrone biosynthesis cluster protein J),dpfgJ FG04590 FGRAMPH1_01T15651,,,,"FG04590 FGRAMPH1_01T15651, dpfgJ",229533,1.-.-.-,UPI000023ECCF ,Glycoprotein;Heme;Iron;Membrane;Metal-binding;Monooxygenase;Oxidoreductase;Reference proteome;Transmembrane;Transmembrane helix,IPR001128;IPR017972;IPR002403;IPR036396;,"heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]",229533,DITERPENE SYNTHASE
I1RL15,DPFGH_GIBZE,Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum),Short chain dehydrogenase/reductase dpfgH (EC 1.1.1.-) (Diterpenoid pyrone biosynthesis cluster protein H),dpfgH FG04592 FGRAMPH1_01T15655,,,,"FG04592 FGRAMPH1_01T15655, dpfgH",229533,1.1.1.-,UPI000023F261 ,Glycoprotein;Membrane;NAD;Oxidoreductase;Reference proteome;Transmembrane;Transmembrane helix,IPR036291;IPR002347;,oxidoreductase activity [GO:0016491],229533,DITERPENE SYNTHASE
C7E5W0,FARS_ZEAPE,Zea perennis (Perennial teosinte) (Euchlaena perennis),(E)-beta-farnesene synthase (EC 4.2.3.47) (Terpene synthase 10),,,,,,4580,4.2.3.47,UPI0001B014E0 ,Cytoplasm;Lyase;Magnesium;Manganese;Metal-binding;Plant defense,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4580,SESQUITERPENE SYNTHASE
P9WEW9,DPFGG_GIBZE,Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum),Short chain dehydrogenase/reductase dpfgG (EC 1.1.1.-) (Diterpenoid pyrone biosynthesis cluster protein G),dpfgG FG04594 FGRAMPH1_01T15659,,,,"FG04594 FGRAMPH1_01T15659, dpfgG",229533,1.1.1.-,UPI0010EA06AF ,NAD;Oxidoreductase;Reference proteome,IPR036291;IPR002347;,oxidoreductase activity [GO:0016491],229533,DITERPENE SYNTHASE
C7E5V9,FARS_ZEADI,Zea diploperennis (Diploperennial teosinte),(E)-beta-farnesene synthase (EC 4.2.3.47) (Terpene synthase 10),,,,,,4576,4.2.3.47,UPI0001B014DF ,Cytoplasm;Lyase;Magnesium;Manganese;Metal-binding;Plant defense,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4576,SESQUITERPENE SYNTHASE
C7E5V7,FARS_ZEAMM,Zea mays subsp. mexicana (Mexican teosinte),(E)-beta-farnesene synthase (EC 4.2.3.47) (Terpene synthase 10),,,,,,4579,4.2.3.47,UPI0001B014DD ,Cytoplasm;Lyase;Magnesium;Manganese;Metal-binding;Plant defense,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4579,SESQUITERPENE SYNTHASE
A0A098DME4,DPFGE_GIBZE,Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum),FAD-dependent monooxygenase dpfgE (EC 1.-.-.-) (Diterpenoid pyrone biosynthesis cluster protein E),dpfgE FG04595 FGRAMPH1_01T15661,,,,"FG04595 FGRAMPH1_01T15661, dpfgE",229533,1.-.-.-,UPI0005210B80 ,FAD;Flavoprotein;Glycoprotein;Membrane;Monooxygenase;Oxidoreductase;Reference proteome;Signal;Transmembrane;Transmembrane helix,IPR002938;IPR036188;,FAD binding [GO:0071949]; monooxygenase activity [GO:0004497],229533,DITERPENE SYNTHASE
A0A1D6F9Y9,C92C6_MAIZE,Zea mays (Maize),Trimethyltridecatetraene synthase (EC 1.14.14.58) (Cytochrome P-450 20) (Cytochrome P450 92C6),CYP92C6 ZEAMMB73_Zm00001d007918,,,,"ZEAMMB73_Zm00001d007918, CYP92C6",4577,1.14.14.58,UPI0008458711 ,Heme;Iron;Membrane;Metal-binding;Monooxygenase;Oxidoreductase;Reference proteome;Transmembrane;Transmembrane helix,IPR001128;IPR017972;IPR002401;IPR036396;,"4,8,12-trimethyltrideca-1,3,7,11-tetraene synthase activity [GO:0097007]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; terpene synthase activity [GO:0010333]",4577,
C0HDU4,C0HDU4_MAIZE,Zea mays (Maize),Uncharacterized protein,,GRMZM2G016254_P02,PAC:31005738,,,4577,,UPI000194866C ,Coiled coil;Metal-binding,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],4577,UNCHARACTERIZED
K7TR56,K7TR56_MAIZE,Zea mays (Maize),Deleted.,,GRMZM2G016254_P03,PAC:31005739,,,,,,,,,,
K7TZZ1,K7TZZ1_MAIZE,Zea mays (Maize),Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,ZEAMMB73_Zm00001d024669,GRMZM2G016254_P01,PAC:31005740,,ZEAMMB73_Zm00001d024669,4577,,UPI0002209A1F ,Coiled coil;Reference proteome,IPR008949;IPR001906;IPR036965;IPR008930;,terpene synthase activity [GO:0010333],4577,SESQUITERPENE SYNTHASE
,,Zea mays PH207,,(1 of 2) 4.2.3.77 - (+)-germacrene D synthase,Zm00008a039934,PAC:37216214,,,,,,,,,,
,,Zea mays PH207,,(1 of 6) 4.2.3.104 - Alpha-humulene synthase / ZSS1,Zm00008a007989,PAC:37206224,,,,,,,,,,
,,Zea mays PH207,,"(1 of 38) PF03936 - Terpene synthase family, metal binding domain (Terpene_synth_C)",Zm00008a026614,PAC:37214035,,,,,,,,,,
,,Zea mays PH207,,(1 of 4) 4.2.3.55 - (S)-beta-bisabolene synthase,Zm00008a037010,PAC:37188625,,,,,,,,,,
,,Zea mays PH207,,(1 of 6) 4.2.3.19 - Ent-kaurene synthase / Ent-kaurene synthetase B,Zm00008a037234,PAC:37188315,,,,,,,,,,DITERPENE SYNTHASE
,,Zea mays PH207,,(1 of 4) K15803 - (-)-germacrene D synthase (GERD),Zm00008a001476,PAC:37197271,,,,,,,,,,
,,Zea mays PH207,,(1 of 6) 4.2.3.104 - Alpha-humulene synthase / ZSS1,Zm00008a001517,PAC:37198655,,,,,,,,,,
,,Zea mays PH207,,(1 of 1) 4.2.3.22 - Germacradienol synthase / Germacradienol/germacrene-D synthase,Zm00008a001751,PAC:37197978,,,,,,,,,,SESQUITERPENE SYNTHASE
,,Zea mays PH207,,(1 of 4) 5.5.1.13 - Ent-copalyl diphosphate synthase / Ent-kaurene synthetase A,Zm00008a001866,PAC:37201891,,,,,,,,,,
,,Zea mays PH207,,(1 of 6) 4.2.3.104 - Alpha-humulene synthase / ZSS1,Zm00008a003801,PAC:37201571,,,,,,,,,,
,,Zea mays PH207,,(1 of 1) 4.2.3.34 - Stemod-13(17)-ene synthase / Stemodene synthase,Zm00008a004290,PAC:37198624,,,,,,,,,,
,,Zea mays PH207,,(1 of 4) 5.5.1.13 - Ent-copalyl diphosphate synthase / Ent-kaurene synthetase A,Zm00008a004375,PAC:37198357,,,,,,,,,,
,,Zea mays PH207,,(1 of 3) K04121 - ent-kaurene synthase (E4.2.3.19),Zm00008a006308,PAC:37204281,,,,,,,,,,DITERPENE SYNTHASE
,,Zea mays PH207,,(1 of 1) 3.1.7.11 - Geranyl diphosphate diphosphatase / Geranyl pyrophosphate pyrophosphatase,Zm00008a006313,PAC:37205413,,,,,,,,,,
,,Zea mays PH207,,"(1 of 1) 3.1.7.6//4.2.3.47//4.2.3.49 - Farnesyl diphosphatase / FPP phosphatase // Beta-farnesene synthase / TPS10 // (3R,6E)-nerolidol synthase",Zm00008a006315,PAC:37204463,,,,,,,,,,
,,Zea mays PH207,,(1 of 1) 4.2.3.111 - (-)-alpha-terpineol synthase,Zm00008a007818,PAC:37205473,,,,,,,,,,MONOTERPENE SYNTHASE
,,Zea mays PH207,,(1 of 2) 4.2.3.77 - (+)-germacrene D synthase,Zm00008a007968,PAC:37207219,,,,,,,,,,
,,Zea mays PH207,,"(1 of 1) 4.2.3.30 - Ent-pimara-8(14),15-diene synthase",Zm00008a012143,PAC:37184751,,,,,,,,,,
,,Zea mays PH207,,(1 of 4) 5.5.1.13 - Ent-copalyl diphosphate synthase / Ent-kaurene synthetase A,Zm00008a015054,PAC:37195706,,,,,,,,,,
,,Zea mays PH207,,(1 of 4) 5.5.1.13 - Ent-copalyl diphosphate synthase / Ent-kaurene synthetase A,Zm00008a015060,PAC:37193139,,,,,,,,,,
,,Zea mays PH207,,(1 of 6) 4.2.3.19 - Ent-kaurene synthase / Ent-kaurene synthetase B,Zm00008a015881,PAC:37196246,,,,,,,,,,DITERPENE SYNTHASE
,,Zea mays PH207,,"(1 of 4) 4.2.3.48 - (3S,6E)-nerolidol synthase / Nerolidol synthase",Zm00008a018811,PAC:37193934,,,,,,,,,,
,,Zea mays PH207,,"(1 of 4) 4.2.3.48 - (3S,6E)-nerolidol synthase / Nerolidol synthase",Zm00008a020792,PAC:37212094,,,,,,,,,,
,,Zea mays PH207,,"(1 of 4) 4.2.3.48 - (3S,6E)-nerolidol synthase / Nerolidol synthase",Zm00008a020793,PAC:37210855,,,,,,,,,,
,,Zea mays PH207,,(1 of 2) 4.2.3.123 - Beta-sesquiphellandrene synthase / Tps1,Zm00008a023929,PAC:37217046,,,,,,,,,,
,,Zea mays PH207,,(1 of 4) K15803 - (-)-germacrene D synthase (GERD),Zm00008a024903,PAC:37218380,,,,,,,,,,
,,Zea mays PH207,,(1 of 1) 4.2.3.27 - Isoprene synthase / ISPS,Zm00008a026613,PAC:37213336,,,,,,,,,,
,,Zea mays PH207,,"(1 of 4) 4.2.3.48 - (3S,6E)-nerolidol synthase / Nerolidol synthase",Zm00008a031377,PAC:37192063,,,,,,,,,,
,,Zea mays PH207,,(1 of 6) 4.2.3.104 - Alpha-humulene synthase / ZSS1,Zm00008a033498,PAC:37181861,,,,,,,,,,
,,Zea mays PH207,,(1 of 1) 4.2.3.13 - (+)-delta-cadinene synthase / D-cadinene synthase,Zm00008a035284,PAC:37182012,,,,,,,,,,
,,Zea mays PH207,,(1 of 4) 4.2.3.55 - (S)-beta-bisabolene synthase,Zm00008a037011,PAC:37187812,,,,,,,,,,
,,Zea mays PH207,,(1 of 1) K15797 - (S)-beta-macrocarpene synthase (TPS6_11),Zm00008a037013,PAC:37187044,,,,,,,,,,
,,Zea mays PH207,,(1 of 4) 4.2.3.55 - (S)-beta-bisabolene synthase,Zm00008a037016,PAC:37187416,,,,,,,,,,
,,Zea mays PH207,,(1 of 1) 4.2.3.57 - (-)-beta-caryophyllene synthase,Zm00008a037029,PAC:37186691,,,,,,,,,,
,,Zea mays PH207,,"(1 of 34) PF01397//PF03936 - Terpene synthase, N-terminal domain (Terpene_synth) // Terpene synthase family, metal binding domain (Terpene_synth_C)",Zm00008a037137,PAC:37188147,,,,,,,,,,
,,Zea mays PH207,,(1 of 1) 4.2.3.65 - Zingiberene synthase / ZIS,Zm00008a037210,PAC:37188087,,,,,,,,,,
,,Zea mays PH207,,(1 of 1) 5.5.1.14 - Syn-copalyl-diphosphate synthase / Syn-CPP synthase,Zm00008a037235,PAC:37187652,,,,,,,,,,DITERPENE SYNTHASE
,,Zea mays PH207,,"(1 of 1) 4.2.3.35 - Syn-pimara-7,15-diene synthase / 9-beta-pimara-7,15-diene synthase",Zm00008a037236,PAC:37188697,,,,,,,,,,
,,Zea mays PH207,,"(1 of 34) PF01397//PF03936 - Terpene synthase, N-terminal domain (Terpene_synth) // Terpene synthase family, metal binding domain (Terpene_synth_C)",Zm00008a037354,PAC:37186662,,,,,,,,,,
