uniprotkb_id,uniprotkbac_id,organism,tpsprotein_names,tpsgene_names,geneprimary_identifier,genesecondary_identifier,emblgenbankddbjcds_id,synonym,organism_id,ec_number,uniparc,keywords,crossreference_interpro,geneontology_molecularfunction,taxonomiclineage_id,TPS CLASSIFICATION
A0A4Y7LK59,A0A4Y7LK59_PAPSO,Papaver somniferum (Opium poppy),Uncharacterized protein,C5167_047878,,,RZC85092.1,C5167_047878,3469,,UPI000E70239B ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3469,UNCHARACTERIZED
A0A4Y7IEP0,A0A4Y7IEP0_PAPSO,Papaver somniferum (Opium poppy),Uncharacterized protein,C5167_039179,,,RZC46230.1,C5167_039179,3469,,UPI001178DCB5 ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3469,UNCHARACTERIZED
A0A4Y7KKY9,A0A4Y7KKY9_PAPSO,Papaver somniferum (Opium poppy),Uncharacterized protein,C5167_048033,,,RZC72555.1,C5167_048033,3469,,UPI001179846D ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3469,UNCHARACTERIZED
A0A4Y7IGN9,A0A4Y7IGN9_PAPSO,Papaver somniferum (Opium poppy),Terpene_synth domain-containing protein,C5167_041021,,,RZC48077.1,C5167_041021,3469,,UPI0011796F8A ,Reference proteome,IPR001906;IPR036965;IPR008930;,terpene synthase activity [GO:0010333],3469,
A0A4Y7LKE3,A0A4Y7LKE3_PAPSO,Papaver somniferum (Opium poppy),Uncharacterized protein,C5167_047885,,,RZC85100.1,C5167_047885,3469,,UPI0011796E3C ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3469,UNCHARACTERIZED
A0A4Y7KU29,A0A4Y7KU29_PAPSO,Papaver somniferum (Opium poppy),Terpene_synth domain-containing protein,C5167_050876,,,RZC75395.1,C5167_050876,3469,,UPI001178CE80 ,Coiled coil;Reference proteome,IPR001906;IPR036965;IPR008930;,terpene synthase activity [GO:0010333],3469,
A0A4Y7K0R6,A0A4Y7K0R6_PAPSO,Papaver somniferum (Opium poppy),Uncharacterized protein,C5167_009238,,,RZC65539.1,C5167_009238,3469,,UPI001179899B ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3469,UNCHARACTERIZED
A0A2P5AY82,A0A2P5AY82_PARAD,Parasponia andersonii (Sponia andersonii),Squalene/phytoene synthase,PanWU01x14_289110,,,PON41466.1,PanWU01x14_289110,3476,,UPI000D2BFA63 ,Coiled coil;Magnesium;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3476,TRITERPENOID SYNTHASE
A0A2P5ALJ0,A0A2P5ALJ0_PARAD,Parasponia andersonii (Sponia andersonii),Squalene/phytoene synthase,PanWU01x14_320450,,,PON37415.1,PanWU01x14_320450,3476,,UPI000D272FC8 ,Coiled coil;Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3476,TRITERPENOID SYNTHASE
A0A2P5BIB3,A0A2P5BIB3_PARAD,Parasponia andersonii (Sponia andersonii),Squalene/phytoene synthase (Fragment),PanWU01x14_236560,,,PON48549.1,PanWU01x14_236560,3476,,UPI000D2EBF8E ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3476,TRITERPENOID SYNTHASE
A0A2P5AJM3,A0A2P5AJM3_PARAD,Parasponia andersonii (Sponia andersonii),Uncharacterized protein (Fragment),PanWU01x14_326060,,,PON36748.1,PanWU01x14_326060,3476,,UPI000D2665D2 ,Reference proteome,IPR001906;IPR036965;IPR008930;,terpene synthase activity [GO:0010333],3476,UNCHARACTERIZED
A0A2P5CK80,A0A2P5CK80_PARAD,Parasponia andersonii (Sponia andersonii),Squalene/phytoene synthase,PanWU01x14_145440,,,PON61424.1,PanWU01x14_145440,3476,,UPI000D2D1B52 ,Magnesium;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3476,TRITERPENOID SYNTHASE
A0A2P5AJM2,A0A2P5AJM2_PARAD,Parasponia andersonii (Sponia andersonii),Squalene/phytoene synthase,PanWU01x14_326010,,,PON36743.1,PanWU01x14_326010,3476,,UPI000D2AB882 ,Coiled coil;Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3476,TRITERPENOID SYNTHASE
A0A2P5AKX6,A0A2P5AKX6_PARAD,Parasponia andersonii (Sponia andersonii),Squalene/phytoene synthase,PanWU01x14_322840,,,PON37121.1,PanWU01x14_322840,3476,,UPI000D2CC671 ,Magnesium;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3476,TRITERPENOID SYNTHASE
A0A2P5AJQ8,A0A2P5AJQ8_PARAD,Parasponia andersonii (Sponia andersonii),Squalene/phytoene synthase,PanWU01x14_325920,,,PON36734.1,PanWU01x14_325920,3476,,UPI000D29DFD5 ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3476,TRITERPENOID SYNTHASE
A0A2P5DCK0,A0A2P5DCK0_PARAD,Parasponia andersonii (Sponia andersonii),"(E,E)-geranyllinalool synthase",PanWU01x14_077240,,,PON71014.1,PanWU01x14_077240,3476,,UPI000D299FDE ,Magnesium;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3476,DITERPENE SYNTHASE
A0A2P5E530,A0A2P5E530_PARAD,Parasponia andersonii (Sponia andersonii),S-linalool synthase,PanWU01x14_001560,,,PON80600.1,PanWU01x14_001560,3476,,UPI000D2A9CBA ,Magnesium;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3476,MONOTERPENE SYNTHASE
A0A2P5AJP6,A0A2P5AJP6_PARAD,Parasponia andersonii (Sponia andersonii),Squalene/phytoene synthase,PanWU01x14_325950,,,PON36737.1,PanWU01x14_325950,3476,,UPI000D2E0E95 ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3476,TRITERPENOID SYNTHASE
A0A2P5CK89,A0A2P5CK89_PARAD,Parasponia andersonii (Sponia andersonii),Squalene/phytoene synthase,PanWU01x14_145460,,,PON61426.1,PanWU01x14_145460,3476,,UPI000D2D8FBD ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3476,TRITERPENOID SYNTHASE
A0A2P5CGC6,A0A2P5CGC6_PARAD,Parasponia andersonii (Sponia andersonii),Ent-kaur-16-ene synthase,PanKS PanWU01x14_155780,,,PON60064.1,"PanWU01x14_155780, PanKS",3476,,UPI000D276884 ,Magnesium;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3476,DITERPENE SYNTHASE
A0A2P5C2M7,A0A2P5C2M7_PARAD,Parasponia andersonii (Sponia andersonii),Ent-copalyl diphosphate synthase,PanCPS PanWU01x14_189500,,,PON55261.1,"PanWU01x14_189500, PanCPS",3476,,UPI000D290D2A ,Magnesium;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3476,DITERPENE SYNTHASE
A0A2P5A807,A0A2P5A807_PARAD,Parasponia andersonii (Sponia andersonii),Squalene/phytoene synthase,PanWU01x14_359320,,,PON32678.1,PanWU01x14_359320,3476,,UPI000D26E973 ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3476,TRITERPENOID SYNTHASE
A0A0S3SAJ7,A0A0S3SAJ7_PHAAN,Vigna angularis var. angularis,Terpene_synth domain-containing protein (Fragment),Vigan.06G100300 VIGAN_06100300,,,BAT89884.1,"VIGAN_06100300, Vigan.06G100300",157739,,UPI00071F544F ,Reference proteome,IPR008949;IPR001906;IPR008930;,terpene synthase activity [GO:0010333],157739,
A0A0S3SHX5,A0A0S3SHX5_PHAAN,Vigna angularis var. angularis,Uncharacterized protein,Vigan.07G118900 VIGAN_07118900,,,BAT92461.1,"VIGAN_07118900, Vigan.07G118900",157739,,UPI0006A3DF9E ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],157739,UNCHARACTERIZED
A0A0L9UN30,A0A0L9UN30_PHAAN,Phaseolus angularis (Azuki bean) (Vigna angularis),Uncharacterized protein,LR48_Vigan05g156700,,,KOM43962.1,LR48_Vigan05g156700,3914,,UPI0006A394D8 ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3914,UNCHARACTERIZED
A0A0L9TEH5,A0A0L9TEH5_PHAAN,Phaseolus angularis (Azuki bean) (Vigna angularis),Uncharacterized protein,LR48_Vigan623s000500,,,KOM28948.1,LR48_Vigan623s000500,3914,,UPI0006A359E0 ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3914,UNCHARACTERIZED
A0A0L9UML3,A0A0L9UML3_PHAAN,Phaseolus angularis (Azuki bean) (Vigna angularis),Uncharacterized protein,LR48_Vigan05g156800,,,KOM43963.1,LR48_Vigan05g156800,3914,,UPI0006A36FCF ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3914,UNCHARACTERIZED
A0A0S3SJV4,A0A0S3SJV4_PHAAN,Vigna angularis var. angularis,Uncharacterized protein,Vigan.07G204600 VIGAN_07204600,,,BAT93135.1,"VIGAN_07204600, Vigan.07G204600",157739,,UPI00071FFC25 ,Magnesium;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],157739,UNCHARACTERIZED
A0A0L9TKK4,A0A0L9TKK4_PHAAN,Phaseolus angularis (Azuki bean) (Vigna angularis),Uncharacterized protein,LR48_Vigan01g064000,,,KOM31085.1,LR48_Vigan01g064000,3914,,UPI0006A32E0E ,Magnesium;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3914,UNCHARACTERIZED
A0A0S3SI28,A0A0S3SI28_PHAAN,Vigna angularis var. angularis,Terpene_synth domain-containing protein,Vigan.07G119300 VIGAN_07119300,,,BAT92465.1,"VIGAN_07119300, Vigan.07G119300",157739,,UPI00071F4C2C ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR008930;,terpene synthase activity [GO:0010333],157739,
A0A0S3QZP8,A0A0S3QZP8_PHAAN,Vigna angularis var. angularis,Uncharacterized protein,Vigan.01G136700 VIGAN_01136700,,,BAT73829.1,"VIGAN_01136700, Vigan.01G136700",157739,,UPI0007218613 ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],157739,UNCHARACTERIZED
A0A0L9T3E3,A0A0L9T3E3_PHAAN,Phaseolus angularis (Azuki bean) (Vigna angularis),Uncharacterized protein,LR48_Vigan50s001300,,,KOM25093.1,LR48_Vigan50s001300,3914,,UPI0006A3A526 ,Coiled coil;Magnesium;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3914,UNCHARACTERIZED
A0A0S3RXW9,A0A0S3RXW9_PHAAN,Vigna angularis var. angularis,Uncharacterized protein,Vigan.04G299900 VIGAN_04299900,,,BAT85447.1,"VIGAN_04299900, Vigan.04G299900",157739,,UPI00071EDDC2 ,Magnesium;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],157739,UNCHARACTERIZED
A0A0S3SGN5,A0A0S3SGN5_PHAAN,Vigna angularis var. angularis,Uncharacterized protein,Vigan.07G063800 VIGAN_07063800,,,BAT91985.1,"VIGAN_07063800, Vigan.07G063800",157739,,UPI00071F67CC ,Coiled coil;Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],157739,UNCHARACTERIZED
A0A0S3SH96,A0A0S3SH96_PHAAN,Vigna angularis var. angularis,Uncharacterized protein (Fragment),Vigan.07G088600 VIGAN_07088600,,,BAT92207.1,"VIGAN_07088600, Vigan.07G088600",157739,,UPI0007205306 ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],157739,UNCHARACTERIZED
A0A0L9UIL6,A0A0L9UIL6_PHAAN,Phaseolus angularis (Azuki bean) (Vigna angularis),Uncharacterized protein,LR48_Vigan05g034400,,,KOM42740.1,LR48_Vigan05g034400,3914,,UPI0006A3B737 ,Magnesium;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,ent-kaurene synthase activity [GO:0009899]; magnesium ion binding [GO:0000287],3914,UNCHARACTERIZED
A0A0S3SBT2,A0A0S3SBT2_PHAAN,Vigna angularis var. angularis,Uncharacterized protein,Vigan.06G147500 VIGAN_06147500,,,BAT90263.1,"VIGAN_06147500, Vigan.06G147500",157739,,UPI00071EE210 ,Magnesium;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],157739,UNCHARACTERIZED
A0A0L9TL46,A0A0L9TL46_PHAAN,Phaseolus angularis (Azuki bean) (Vigna angularis),Uncharacterized protein,LR48_Vigan01g071200,,,KOM31157.1,LR48_Vigan01g071200,3914,,UPI0006A32C52 ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3914,UNCHARACTERIZED
A0A0S3QZQ4,A0A0S3QZQ4_PHAAN,Vigna angularis var. angularis,Uncharacterized protein,Vigan.01G137300 VIGAN_01137300,,,BAT73832.1,"VIGAN_01137300, Vigan.01G137300",157739,,UPI0006A32C52 ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],157739,UNCHARACTERIZED
A0A0S3SEK7,A0A0S3SEK7_PHAAN,Vigna angularis var. angularis,Uncharacterized protein,Vigan.06G258500 VIGAN_06258500,,,BAT91268.1,"VIGAN_06258500, Vigan.06G258500",157739,,UPI000720B1A7 ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],157739,UNCHARACTERIZED
A0A0L9V5J8,A0A0L9V5J8_PHAAN,Phaseolus angularis (Azuki bean) (Vigna angularis),Uncharacterized protein,LR48_Vigan08g116200,,,KOM50335.1,LR48_Vigan08g116200,3914,,UPI0006A39B0A ,Magnesium;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3914,UNCHARACTERIZED
A0A0S3SHA5,A0A0S3SHA5_PHAAN,Vigna angularis var. angularis,Uncharacterized protein,Vigan.07G088800 VIGAN_07088800,,,BAT92209.1,"VIGAN_07088800, Vigan.07G088800",157739,,UPI0007227B5A ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],157739,UNCHARACTERIZED
A0A0L9ULZ7,A0A0L9ULZ7_PHAAN,Phaseolus angularis (Azuki bean) (Vigna angularis),Uncharacterized protein,LR48_Vigan05g133100,,,KOM43726.1,LR48_Vigan05g133100,3914,,UPI0006A32217 ,Coiled coil;Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3914,UNCHARACTERIZED
A0A0L9T7J3,A0A0L9T7J3_PHAAN,Phaseolus angularis (Azuki bean) (Vigna angularis),Uncharacterized protein,LR48_Vigan292s000400,,,KOM26547.1,LR48_Vigan292s000400,3914,,UPI0006A3B513 ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3914,UNCHARACTERIZED
A0A0S3QZI9,A0A0S3QZI9_PHAAN,Vigna angularis var. angularis,Terpene_synth domain-containing protein,Vigan.01G129900 VIGAN_01129900,,,BAT73768.1,"VIGAN_01129900, Vigan.01G129900",157739,,UPI000722D259 ,Reference proteome,IPR001906;IPR036965;IPR008930;,terpene synthase activity [GO:0010333],157739,
A0A0L9V725,A0A0L9V725_PHAAN,Phaseolus angularis (Azuki bean) (Vigna angularis),Uncharacterized protein,LR48_Vigan08g127100,,,KOM50444.1,LR48_Vigan08g127100,3914,,UPI0006A32913 ,Magnesium;Membrane;Metal-binding;Reference proteome;Transmembrane;Transmembrane helix,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3914,UNCHARACTERIZED
A0A0L9TED3,A0A0L9TED3_PHAAN,Phaseolus angularis (Azuki bean) (Vigna angularis),Uncharacterized protein,LR48_Vigan623s000700,,,KOM28950.1,LR48_Vigan623s000700,3914,,UPI0006A3DF9E ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3914,UNCHARACTERIZED
A0A0L9UNQ5,A0A0L9UNQ5_PHAAN,Phaseolus angularis (Azuki bean) (Vigna angularis),Uncharacterized protein,LR48_Vigan05g177400,,,KOM44169.1,LR48_Vigan05g177400,3914,,UPI0006A36B9D ,Coiled coil;Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3914,UNCHARACTERIZED
A0A0L9V639,A0A0L9V639_PHAAN,Phaseolus angularis (Azuki bean) (Vigna angularis),Terpene_synth domain-containing protein,LR48_Vigan08g126500,,,KOM50438.1,LR48_Vigan08g126500,3914,,UPI0006A34150 ,Reference proteome,IPR001906;IPR036965;IPR008930;,terpene synthase activity [GO:0010333],3914,
A0A0L9UMD1,A0A0L9UMD1_PHAAN,Phaseolus angularis (Azuki bean) (Vigna angularis),Uncharacterized protein (Fragment),LR48_Vigan05g147100,,,KOM43866.1,LR48_Vigan05g147100,3914,,UPI0006A35859 ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3914,UNCHARACTERIZED
A0A0L9V4I0,A0A0L9V4I0_PHAAN,Phaseolus angularis (Azuki bean) (Vigna angularis),Uncharacterized protein,LR48_Vigan08g073800,,,KOM49911.1,LR48_Vigan08g073800,3914,,UPI0006A3474D ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3914,UNCHARACTERIZED
A0A0L9V5C4,A0A0L9V5C4_PHAAN,Phaseolus angularis (Azuki bean) (Vigna angularis),Uncharacterized protein,LR48_Vigan08g073600,,,KOM49909.1,LR48_Vigan08g073600,3914,,UPI0006A33997 ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3914,UNCHARACTERIZED
A0A0L9V8A1,A0A0L9V8A1_PHAAN,Phaseolus angularis (Azuki bean) (Vigna angularis),Uncharacterized protein,LR48_Vigan08g205000,,,KOM51223.1,LR48_Vigan08g205000,3914,,UPI0006A34AD9 ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3914,UNCHARACTERIZED
A0A0S3SHZ1,A0A0S3SHZ1_PHAAN,Vigna angularis var. angularis,Uncharacterized protein,Vigan.07G117800 VIGAN_07117800,,,BAT92454.1,"VIGAN_07117800, Vigan.07G117800",157739,,UPI0006A3B513 ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],157739,UNCHARACTERIZED
A0A0L9T3C2,A0A0L9T3C2_PHAAN,Phaseolus angularis (Azuki bean) (Vigna angularis),Uncharacterized protein,LR48_Vigan50s001500,,,KOM25095.1,LR48_Vigan50s001500,3914,,UPI0006A35DC3 ,Magnesium;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3914,UNCHARACTERIZED
A0A0L9TKP1,A0A0L9TKP1_PHAAN,Phaseolus angularis (Azuki bean) (Vigna angularis),Uncharacterized protein,LR48_Vigan01g071300,,,KOM31158.1,LR48_Vigan01g071300,3914,,UPI0006A3711B ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3914,UNCHARACTERIZED
A0A0S3S2E4,A0A0S3S2E4_PHAAN,Vigna angularis var. angularis,Uncharacterized protein,Vigan.05G030800 VIGAN_05030800,,,BAT86975.1,"VIGAN_05030800, Vigan.05G030800",157739,,UPI00072058C0 ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],157739,UNCHARACTERIZED
A0A0S3SAQ8,A0A0S3SAQ8_PHAAN,Vigna angularis var. angularis,Uncharacterized protein,Vigan.06G100100 VIGAN_06100100,,,BAT89883.1,"VIGAN_06100100, Vigan.06G100100",157739,,UPI00072220F2 ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],157739,UNCHARACTERIZED
A0A0L9VFV1,A0A0L9VFV1_PHAAN,Phaseolus angularis (Azuki bean) (Vigna angularis),Uncharacterized protein,LR48_Vigan09g254200,,,KOM53883.1,LR48_Vigan09g254200,3914,,UPI0006A321F8 ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3914,UNCHARACTERIZED
A0A0L9TLW4,A0A0L9TLW4_PHAAN,Phaseolus angularis (Azuki bean) (Vigna angularis),Uncharacterized protein,LR48_Vigan01g070900,,,KOM31154.1,LR48_Vigan01g070900,3914,,UPI0006A39F71 ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3914,UNCHARACTERIZED
A0A0S3QZT7,A0A0S3QZT7_PHAAN,Vigna angularis var. angularis,Uncharacterized protein,Vigan.01G137500 VIGAN_01137500,,,BAT73834.1,"VIGAN_01137500, Vigan.01G137500",157739,,UPI0006A3711B ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],157739,UNCHARACTERIZED
A0A0L9TD46,A0A0L9TD46_PHAAN,Phaseolus angularis (Azuki bean) (Vigna angularis),Uncharacterized protein,LR48_Vigan524s000200,,,KOM28326.1,LR48_Vigan524s000200,3914,,UPI0006A3D2B9 ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3914,UNCHARACTERIZED
V7AJF9,V7AJF9_PHAVU,Phaseolus vulgaris (Kidney bean) (French bean),Uncharacterized protein (Fragment),PHAVU_011G143900g,"Phvul.011G143900.1.p, ",PAC:37155666 ,ESW05008.1,PHAVU_011G143900g,3885,,UPI0003CACC3D ,Magnesium;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3885,UNCHARACTERIZED
V7AIB5,V7AIB5_PHAVU,Phaseolus vulgaris (Kidney bean) (French bean),Uncharacterized protein,PHAVU_011G143300g,"Phvul.011G143300.1.p, ",PAC:37155275 ,ESW05000.1,PHAVU_011G143300g,3885,,UPI0003CBD263 ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3885,UNCHARACTERIZED
V7AHB0,V7AHB0_PHAVU,Phaseolus vulgaris (Kidney bean) (French bean),Uncharacterized protein,PHAVU_011G144200g,,,ESW05012.1,PHAVU_011G144200g,3885,,UPI0003CB7634 ,Magnesium;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],3885,UNCHARACTERIZED
